id,date,date_gmt,guid/rendered,modified,modified_gmt,slug,status,type,link,title/rendered,content/rendered,content/protected,excerpt/rendered,excerpt/protected,featured_media,template,product_cat/0,product_tag/0,class_list/0,class_list/1,class_list/2,class_list/3,class_list/4,class_list/6,class_list/7,class_list/9,class_list/10,class_list/11,class_list/12,class_list/13,class_list/14,yoast_head,yoast_head_json/title,yoast_head_json/robots/index,yoast_head_json/robots/follow,yoast_head_json/robots/max-snippet,yoast_head_json/robots/max-image-preview,yoast_head_json/robots/max-video-preview,yoast_head_json/canonical,yoast_head_json/og_locale,yoast_head_json/og_type,yoast_head_json/og_title,yoast_head_json/og_description,yoast_head_json/og_url,yoast_head_json/og_site_name,yoast_head_json/article_publisher,yoast_head_json/article_modified_time,yoast_head_json/og_image/0/width,yoast_head_json/og_image/0/height,yoast_head_json/og_image/0/url,yoast_head_json/og_image/0/type,yoast_head_json/twitter_card,yoast_head_json/twitter_misc/Est. tempo de leitura,yoast_head_json/schema/@context,yoast_head_json/schema/@graph/0/@type,yoast_head_json/schema/@graph/0/@id,yoast_head_json/schema/@graph/0/url,yoast_head_json/schema/@graph/0/name,yoast_head_json/schema/@graph/0/isPartOf/@id,yoast_head_json/schema/@graph/0/datePublished,yoast_head_json/schema/@graph/0/dateModified,yoast_head_json/schema/@graph/0/breadcrumb/@id,yoast_head_json/schema/@graph/0/inLanguage,yoast_head_json/schema/@graph/0/potentialAction/0/@type,yoast_head_json/schema/@graph/0/potentialAction/0/target/0,yoast_head_json/schema/@graph/1/@type,yoast_head_json/schema/@graph/1/@id,yoast_head_json/schema/@graph/1/itemListElement/0/@type,yoast_head_json/schema/@graph/1/itemListElement/0/position,yoast_head_json/schema/@graph/1/itemListElement/0/name,yoast_head_json/schema/@graph/1/itemListElement/0/item,yoast_head_json/schema/@graph/1/itemListElement/1/@type,yoast_head_json/schema/@graph/1/itemListElement/1/position,yoast_head_json/schema/@graph/1/itemListElement/1/name,yoast_head_json/schema/@graph/1/itemListElement/1/item,yoast_head_json/schema/@graph/1/itemListElement/2/@type,yoast_head_json/schema/@graph/1/itemListElement/2/position,yoast_head_json/schema/@graph/1/itemListElement/2/name,yoast_head_json/schema/@graph/2/@type,yoast_head_json/schema/@graph/2/@id,yoast_head_json/schema/@graph/2/url,yoast_head_json/schema/@graph/2/name,yoast_head_json/schema/@graph/2/description,yoast_head_json/schema/@graph/2/publisher/@id,yoast_head_json/schema/@graph/2/potentialAction/0/@type,yoast_head_json/schema/@graph/2/potentialAction/0/target/0/@type,yoast_head_json/schema/@graph/2/potentialAction/0/target/0/urlTemplate,yoast_head_json/schema/@graph/2/potentialAction/0/query-input,yoast_head_json/schema/@graph/2/inLanguage,yoast_head_json/schema/@graph/3/@type,yoast_head_json/schema/@graph/3/@id,yoast_head_json/schema/@graph/3/name,yoast_head_json/schema/@graph/3/url,yoast_head_json/schema/@graph/3/logo/@type,yoast_head_json/schema/@graph/3/logo/inLanguage,yoast_head_json/schema/@graph/3/logo/@id,yoast_head_json/schema/@graph/3/logo/url,yoast_head_json/schema/@graph/3/logo/contentUrl,yoast_head_json/schema/@graph/3/logo/width,yoast_head_json/schema/@graph/3/logo/height,yoast_head_json/schema/@graph/3/logo/caption,yoast_head_json/schema/@graph/3/image/@id,yoast_head_json/schema/@graph/3/sameAs/0,yoast_head_json/schema/@graph/3/sameAs/1,_links/self/0/href,_links/collection/0/href,_links/about/0/href,_links/wp:featuredmedia/0/embeddable,_links/wp:featuredmedia/0/href,_links/wp:attachment/0/href,_links/wp:term/0/taxonomy,_links/wp:term/0/embeddable,_links/wp:term/0/href,_links/wp:term/1/taxonomy,_links/wp:term/1/embeddable,_links/wp:term/1/href,_links/curies/0/name,_links/curies/0/href,_links/curies/0/templated,class_list/8,class_list/15,product_tag/1,class_list/16,product_tag/2,class_list/17,class_list/18,class_list/19,product_cat/1,product_tag/3
55961,2026-05-18T19:55:13,2026-05-18T22:55:13,https://useupvix.com.br/?post_type=product&#038;p=55961,2026-05-18T19:57:37,2026-05-18T22:57:37,anel-coracao-personalizado,publish,product,https://useupvix.com.br/produto/anel-coracao-personalizado/,Anel Coração Personalizado,"<ul>
<li>Prata 925</li>
<li><em>Coloque na observação qual o tamanho que você deseja – disponível do 13 ao 23.</em></li>
</ul>
",false,"<ul>
<li>Prata 925</li>
<li><em>Coloque na observação qual o tamanho que você deseja – disponível do 13 ao 23.</em></li>
</ul>
",false,55963,,457,241,post-55961,product,type-product,status-publish,has-post-thumbnail,product_cat-anel,product_tag-personalizados,first,instock,taxable,shipping-taxable,purchasable,product-type-simple,"<!-- This site is optimized with the Yoast SEO Premium plugin v20.5 (Yoast SEO v21.1) - https://yoast.com/wordpress/plugins/seo/ -->
<title>Anel Coração Personalizado - USEUP!</title>
<meta name=""robots"" content=""index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1"" />
<link rel=""canonical"" href=""https://useupvix.com.br/produto/anel-coracao-personalizado/"" />
<meta property=""og:locale"" content=""pt_BR"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""Anel Coração Personalizado"" />
<meta property=""og:description"" content=""Prata 925  Coloque na observação qual o tamanho que você deseja – disponível do 13 ao 23."" />
<meta property=""og:url"" content=""https://useupvix.com.br/produto/anel-coracao-personalizado/"" />
<meta property=""og:site_name"" content=""USEUP!"" />
<meta property=""article:publisher"" content=""https://fb.com/UseUp"" />
<meta property=""article:modified_time"" content=""2026-05-18T22:57:37+00:00"" />
<meta property=""og:image"" content=""https://useupvix.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-18-at-19.32.17-1.jpeg"" />
	<meta property=""og:image:width"" content=""1086"" />
	<meta property=""og:image:height"" content=""1448"" />
	<meta property=""og:image:type"" content=""image/jpeg"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:label1"" content=""Est. tempo de leitura"" />
	<meta name=""twitter:data1"" content=""1 minuto"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https://schema.org"",""@graph"":[{""@type"":""WebPage"",""@id"":""https://useupvix.com.br/produto/anel-coracao-personalizado/"",""url"":""https://useupvix.com.br/produto/anel-coracao-personalizado/"",""name"":""Anel Coração Personalizado - USEUP!"",""isPartOf"":{""@id"":""https://useupvix.com.br/#website""},""datePublished"":""2026-05-18T22:55:13+00:00"",""dateModified"":""2026-05-18T22:57:37+00:00"",""breadcrumb"":{""@id"":""https://useupvix.com.br/produto/anel-coracao-personalizado/#breadcrumb""},""inLanguage"":""pt-BR"",""potentialAction"":[{""@type"":""ReadAction"",""target"":[""https://useupvix.com.br/produto/anel-coracao-personalizado/""]}]},{""@type"":""BreadcrumbList"",""@id"":""https://useupvix.com.br/produto/anel-coracao-personalizado/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https://useupvix.com.br/""},{""@type"":""ListItem"",""position"":2,""name"":""Shop"",""item"":""https://useupvix.com.br/shop/""},{""@type"":""ListItem"",""position"":3,""name"":""Anel Coração Personalizado""}]},{""@type"":""WebSite"",""@id"":""https://useupvix.com.br/#website"",""url"":""https://useupvix.com.br/"",""name"":""USEUP!"",""description"":""Design que se reconhece. Joias que permanecem."",""publisher"":{""@id"":""https://useupvix.com.br/#organization""},""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https://useupvix.com.br/?s={search_term_string}""},""query-input"":""required name=search_term_string""}],""inLanguage"":""pt-BR""},{""@type"":""Organization"",""@id"":""https://useupvix.com.br/#organization"",""name"":""USEUP!"",""url"":""https://useupvix.com.br/"",""logo"":{""@type"":""ImageObject"",""inLanguage"":""pt-BR"",""@id"":""https://useupvix.com.br/#/schema/logo/image/"",""url"":""https://useupvix.com.br/wp-content/uploads/2026/01/logo.png"",""contentUrl"":""https://useupvix.com.br/wp-content/uploads/2026/01/logo.png"",""width"":3508,""height"":3508,""caption"":""USEUP!""},""image"":{""@id"":""https://useupvix.com.br/#/schema/logo/image/""},""sameAs"":[""https://fb.com/UseUp"",""https://instagram.com/useupvix""]}]}</script>
<!-- / Yoast SEO Premium plugin. -->",Anel Coração Personalizado - USEUP!,index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1,https://useupvix.com.br/produto/anel-coracao-personalizado/,pt_BR,article,Anel Coração Personalizado,Prata 925  Coloque na observação qual o tamanho que você deseja – disponível do 13 ao 23.,https://useupvix.com.br/produto/anel-coracao-personalizado/,USEUP!,https://fb.com/UseUp,2026-05-18T22:57:37+00:00,1086,1448,https://useupvix.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-18-at-19.32.17-1.jpeg,image/jpeg,summary_large_image,1 minuto,https://schema.org,WebPage,https://useupvix.com.br/produto/anel-coracao-personalizado/,https://useupvix.com.br/produto/anel-coracao-personalizado/,Anel Coração Personalizado - USEUP!,https://useupvix.com.br/#website,2026-05-18T22:55:13+00:00,2026-05-18T22:57:37+00:00,https://useupvix.com.br/produto/anel-coracao-personalizado/#breadcrumb,pt-BR,ReadAction,https://useupvix.com.br/produto/anel-coracao-personalizado/,BreadcrumbList,https://useupvix.com.br/produto/anel-coracao-personalizado/#breadcrumb,ListItem,1,Home,https://useupvix.com.br/,ListItem,2,Shop,https://useupvix.com.br/shop/,ListItem,3,Anel Coração Personalizado,WebSite,https://useupvix.com.br/#website,https://useupvix.com.br/,USEUP!,Design que se reconhece. Joias que permanecem.,https://useupvix.com.br/#organization,SearchAction,EntryPoint,https://useupvix.com.br/?s={search_term_string},required name=search_term_string,pt-BR,Organization,https://useupvix.com.br/#organization,USEUP!,https://useupvix.com.br/,ImageObject,pt-BR,https://useupvix.com.br/#/schema/logo/image/,https://useupvix.com.br/wp-content/uploads/2026/01/logo.png,https://useupvix.com.br/wp-content/uploads/2026/01/logo.png,3508,3508,USEUP!,https://useupvix.com.br/#/schema/logo/image/,https://fb.com/UseUp,https://instagram.com/useupvix,https://useupvix.com.br/wp-json/wp/v2/product/55961,https://useupvix.com.br/wp-json/wp/v2/product,https://useupvix.com.br/wp-json/wp/v2/types/product,true,https://useupvix.com.br/wp-json/wp/v2/media/55963,https://useupvix.com.br/wp-json/wp/v2/media?parent=55961,product_cat,true,https://useupvix.com.br/wp-json/wp/v2/product_cat?post=55961,product_tag,true,https://useupvix.com.br/wp-json/wp/v2/product_tag?post=55961,wp,https://api.w.org/{rel},true,,,,,,,,,,
55956,2026-05-18T19:33:56,2026-05-18T22:33:56,https://useupvix.com.br/?post_type=product&#038;p=55956,2026-05-18T19:56:38,2026-05-18T22:56:38,anel-medalha-inicial,publish,product,https://useupvix.com.br/produto/anel-medalha-inicial/,Anel Medalha Inicial,"<ul>
<li>Prata 925</li>
<li><em>Coloque na observação qual o tamanho que você deseja &#8211; disponível do 13 ao 23.</em></li>
</ul>
",false,"<ul>
<li>Prata 925</li>
<li><em>Coloque na observação qual o tamanho que você deseja &#8211; disponível do 13 ao 23.</em></li>
</ul>
",false,55958,,457,241,post-55956,product,type-product,status-publish,has-post-thumbnail,product_cat-anel,product_tag-personalizados,,instock,taxable,shipping-taxable,purchasable,product-type-simple,"<!-- This site is optimized with the Yoast SEO Premium plugin v20.5 (Yoast SEO v21.1) - https://yoast.com/wordpress/plugins/seo/ -->
<title>Anel Medalha Inicial - USEUP!</title>
<meta name=""robots"" content=""index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1"" />
<link rel=""canonical"" href=""https://useupvix.com.br/produto/anel-medalha-inicial/"" />
<meta property=""og:locale"" content=""pt_BR"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""Anel Medalha Inicial"" />
<meta property=""og:description"" content=""Prata 925  Coloque na observação qual o tamanho que você deseja - disponível do 13 ao 23."" />
<meta property=""og:url"" content=""https://useupvix.com.br/produto/anel-medalha-inicial/"" />
<meta property=""og:site_name"" content=""USEUP!"" />
<meta property=""article:publisher"" content=""https://fb.com/UseUp"" />
<meta property=""article:modified_time"" content=""2026-05-18T22:56:38+00:00"" />
<meta property=""og:image"" content=""https://useupvix.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-18-at-16.48.39.jpeg"" />
	<meta property=""og:image:width"" content=""960"" />
	<meta property=""og:image:height"" content=""1280"" />
	<meta property=""og:image:type"" content=""image/jpeg"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:label1"" content=""Est. tempo de leitura"" />
	<meta name=""twitter:data1"" content=""1 minuto"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https://schema.org"",""@graph"":[{""@type"":""WebPage"",""@id"":""https://useupvix.com.br/produto/anel-medalha-inicial/"",""url"":""https://useupvix.com.br/produto/anel-medalha-inicial/"",""name"":""Anel Medalha Inicial - USEUP!"",""isPartOf"":{""@id"":""https://useupvix.com.br/#website""},""datePublished"":""2026-05-18T22:33:56+00:00"",""dateModified"":""2026-05-18T22:56:38+00:00"",""breadcrumb"":{""@id"":""https://useupvix.com.br/produto/anel-medalha-inicial/#breadcrumb""},""inLanguage"":""pt-BR"",""potentialAction"":[{""@type"":""ReadAction"",""target"":[""https://useupvix.com.br/produto/anel-medalha-inicial/""]}]},{""@type"":""BreadcrumbList"",""@id"":""https://useupvix.com.br/produto/anel-medalha-inicial/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https://useupvix.com.br/""},{""@type"":""ListItem"",""position"":2,""name"":""Shop"",""item"":""https://useupvix.com.br/shop/""},{""@type"":""ListItem"",""position"":3,""name"":""Anel Medalha Inicial""}]},{""@type"":""WebSite"",""@id"":""https://useupvix.com.br/#website"",""url"":""https://useupvix.com.br/"",""name"":""USEUP!"",""description"":""Design que se reconhece. Joias que permanecem."",""publisher"":{""@id"":""https://useupvix.com.br/#organization""},""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https://useupvix.com.br/?s={search_term_string}""},""query-input"":""required name=search_term_string""}],""inLanguage"":""pt-BR""},{""@type"":""Organization"",""@id"":""https://useupvix.com.br/#organization"",""name"":""USEUP!"",""url"":""https://useupvix.com.br/"",""logo"":{""@type"":""ImageObject"",""inLanguage"":""pt-BR"",""@id"":""https://useupvix.com.br/#/schema/logo/image/"",""url"":""https://useupvix.com.br/wp-content/uploads/2026/01/logo.png"",""contentUrl"":""https://useupvix.com.br/wp-content/uploads/2026/01/logo.png"",""width"":3508,""height"":3508,""caption"":""USEUP!""},""image"":{""@id"":""https://useupvix.com.br/#/schema/logo/image/""},""sameAs"":[""https://fb.com/UseUp"",""https://instagram.com/useupvix""]}]}</script>
<!-- / Yoast SEO Premium plugin. -->",Anel Medalha Inicial - USEUP!,index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1,https://useupvix.com.br/produto/anel-medalha-inicial/,pt_BR,article,Anel Medalha Inicial,Prata 925  Coloque na observação qual o tamanho que você deseja - disponível do 13 ao 23.,https://useupvix.com.br/produto/anel-medalha-inicial/,USEUP!,https://fb.com/UseUp,2026-05-18T22:56:38+00:00,960,1280,https://useupvix.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-18-at-16.48.39.jpeg,image/jpeg,summary_large_image,1 minuto,https://schema.org,WebPage,https://useupvix.com.br/produto/anel-medalha-inicial/,https://useupvix.com.br/produto/anel-medalha-inicial/,Anel Medalha Inicial - USEUP!,https://useupvix.com.br/#website,2026-05-18T22:33:56+00:00,2026-05-18T22:56:38+00:00,https://useupvix.com.br/produto/anel-medalha-inicial/#breadcrumb,pt-BR,ReadAction,https://useupvix.com.br/produto/anel-medalha-inicial/,BreadcrumbList,https://useupvix.com.br/produto/anel-medalha-inicial/#breadcrumb,ListItem,1,Home,https://useupvix.com.br/,ListItem,2,Shop,https://useupvix.com.br/shop/,ListItem,3,Anel Medalha Inicial,WebSite,https://useupvix.com.br/#website,https://useupvix.com.br/,USEUP!,Design que se reconhece. Joias que permanecem.,https://useupvix.com.br/#organization,SearchAction,EntryPoint,https://useupvix.com.br/?s={search_term_string},required name=search_term_string,pt-BR,Organization,https://useupvix.com.br/#organization,USEUP!,https://useupvix.com.br/,ImageObject,pt-BR,https://useupvix.com.br/#/schema/logo/image/,https://useupvix.com.br/wp-content/uploads/2026/01/logo.png,https://useupvix.com.br/wp-content/uploads/2026/01/logo.png,3508,3508,USEUP!,https://useupvix.com.br/#/schema/logo/image/,https://fb.com/UseUp,https://instagram.com/useupvix,https://useupvix.com.br/wp-json/wp/v2/product/55956,https://useupvix.com.br/wp-json/wp/v2/product,https://useupvix.com.br/wp-json/wp/v2/types/product,true,https://useupvix.com.br/wp-json/wp/v2/media/55958,https://useupvix.com.br/wp-json/wp/v2/media?parent=55956,product_cat,true,https://useupvix.com.br/wp-json/wp/v2/product_cat?post=55956,product_tag,true,https://useupvix.com.br/wp-json/wp/v2/product_tag?post=55956,wp,https://api.w.org/{rel},true,,,,,,,,,,
55948,2026-05-15T14:04:41,2026-05-15T17:04:41,https://useupvix.com.br/?post_type=product&#038;p=55948,2026-05-15T14:04:51,2026-05-15T17:04:51,colecao-bts-pingente-eu-fui-frente-e-verso,publish,product,https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/,COLEÇÃO BTS &#8211; Pingente EU FUI &#8211; frente e verso,"<ul>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 18mm</li>
</ul>
",false,"<ul>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 18mm</li>
</ul>
",false,55950,,15,456,post-55948,product,type-product,status-publish,has-post-thumbnail,colecao-bts,product_cat-sem-categoria,,,instock,taxable,shipping-taxable,purchasable,"<!-- This site is optimized with the Yoast SEO Premium plugin v20.5 (Yoast SEO v21.1) - https://yoast.com/wordpress/plugins/seo/ -->
<title>COLEÇÃO BTS - Pingente EU FUI - frente e verso - USEUP!</title>
<meta name=""robots"" content=""index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1"" />
<link rel=""canonical"" href=""https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/"" />
<meta property=""og:locale"" content=""pt_BR"" />
<meta property=""og:type"" content=""article"" />
<meta property=""og:title"" content=""COLEÇÃO BTS - Pingente EU FUI - frente e verso"" />
<meta property=""og:description"" content=""Prata 925  Tamanho do Pingente - 18mm"" />
<meta property=""og:url"" content=""https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/"" />
<meta property=""og:site_name"" content=""USEUP!"" />
<meta property=""article:publisher"" content=""https://fb.com/UseUp"" />
<meta property=""article:modified_time"" content=""2026-05-15T17:04:51+00:00"" />
<meta property=""og:image"" content=""https://useupvix.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-15-at-13.47.14.jpeg"" />
	<meta property=""og:image:width"" content=""1023"" />
	<meta property=""og:image:height"" content=""1537"" />
	<meta property=""og:image:type"" content=""image/jpeg"" />
<meta name=""twitter:card"" content=""summary_large_image"" />
<meta name=""twitter:label1"" content=""Est. tempo de leitura"" />
	<meta name=""twitter:data1"" content=""1 minuto"" />
<script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"":""https://schema.org"",""@graph"":[{""@type"":""WebPage"",""@id"":""https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/"",""url"":""https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/"",""name"":""COLEÇÃO BTS - Pingente EU FUI - frente e verso - USEUP!"",""isPartOf"":{""@id"":""https://useupvix.com.br/#website""},""datePublished"":""2026-05-15T17:04:41+00:00"",""dateModified"":""2026-05-15T17:04:51+00:00"",""breadcrumb"":{""@id"":""https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/#breadcrumb""},""inLanguage"":""pt-BR"",""potentialAction"":[{""@type"":""ReadAction"",""target"":[""https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/""]}]},{""@type"":""BreadcrumbList"",""@id"":""https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/#breadcrumb"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""name"":""Home"",""item"":""https://useupvix.com.br/""},{""@type"":""ListItem"",""position"":2,""name"":""Shop"",""item"":""https://useupvix.com.br/shop/""},{""@type"":""ListItem"",""position"":3,""name"":""COLEÇÃO BTS &#8211; Pingente EU FUI &#8211; frente e verso""}]},{""@type"":""WebSite"",""@id"":""https://useupvix.com.br/#website"",""url"":""https://useupvix.com.br/"",""name"":""USEUP!"",""description"":""Design que se reconhece. Joias que permanecem."",""publisher"":{""@id"":""https://useupvix.com.br/#organization""},""potentialAction"":[{""@type"":""SearchAction"",""target"":{""@type"":""EntryPoint"",""urlTemplate"":""https://useupvix.com.br/?s={search_term_string}""},""query-input"":""required name=search_term_string""}],""inLanguage"":""pt-BR""},{""@type"":""Organization"",""@id"":""https://useupvix.com.br/#organization"",""name"":""USEUP!"",""url"":""https://useupvix.com.br/"",""logo"":{""@type"":""ImageObject"",""inLanguage"":""pt-BR"",""@id"":""https://useupvix.com.br/#/schema/logo/image/"",""url"":""https://useupvix.com.br/wp-content/uploads/2026/01/logo.png"",""contentUrl"":""https://useupvix.com.br/wp-content/uploads/2026/01/logo.png"",""width"":3508,""height"":3508,""caption"":""USEUP!""},""image"":{""@id"":""https://useupvix.com.br/#/schema/logo/image/""},""sameAs"":[""https://fb.com/UseUp"",""https://instagram.com/useupvix""]}]}</script>
<!-- / Yoast SEO Premium plugin. -->",COLEÇÃO BTS - Pingente EU FUI - frente e verso - USEUP!,index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1,https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/,pt_BR,article,COLEÇÃO BTS - Pingente EU FUI - frente e verso,Prata 925  Tamanho do Pingente - 18mm,https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/,USEUP!,https://fb.com/UseUp,2026-05-15T17:04:51+00:00,1023,1537,https://useupvix.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-15-at-13.47.14.jpeg,image/jpeg,summary_large_image,1 minuto,https://schema.org,WebPage,https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/,https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/,COLEÇÃO BTS - Pingente EU FUI - frente e verso - USEUP!,https://useupvix.com.br/#website,2026-05-15T17:04:41+00:00,2026-05-15T17:04:51+00:00,https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/#breadcrumb,pt-BR,ReadAction,https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/,BreadcrumbList,https://useupvix.com.br/produto/colecao-bts-pingente-eu-fui-frente-e-verso/#breadcrumb,ListItem,1,Home,https://useupvix.com.br/,ListItem,2,Shop,https://useupvix.com.br/shop/,ListItem,3,COLEÇÃO BTS &#8211; Pingente EU FUI &#8211; frente e verso,WebSite,https://useupvix.com.br/#website,https://useupvix.com.br/,USEUP!,Design que se reconhece. Joias que permanecem.,https://useupvix.com.br/#organization,SearchAction,EntryPoint,https://useupvix.com.br/?s={search_term_string},required name=search_term_string,pt-BR,Organization,https://useupvix.com.br/#organization,USEUP!,https://useupvix.com.br/,ImageObject,pt-BR,https://useupvix.com.br/#/schema/logo/image/,https://useupvix.com.br/wp-content/uploads/2026/01/logo.png,https://useupvix.com.br/wp-content/uploads/2026/01/logo.png,3508,3508,USEUP!,https://useupvix.com.br/#/schema/logo/image/,https://fb.com/UseUp,https://instagram.com/useupvix,https://useupvix.com.br/wp-json/wp/v2/product/55948,https://useupvix.com.br/wp-json/wp/v2/product,https://useupvix.com.br/wp-json/wp/v2/types/product,true,https://useupvix.com.br/wp-json/wp/v2/media/55950,https://useupvix.com.br/wp-json/wp/v2/media?parent=55948,product_cat,true,https://useupvix.com.br/wp-json/wp/v2/product_cat?post=55948,product_tag,true,https://useupvix.com.br/wp-json/wp/v2/product_tag?post=55948,wp,https://api.w.org/{rel},true,product_tag-bts,product-type-simple,,,,,,,,
